CityID,City,State,Country,Subregion,Region
12210,Hedville,Kansas,United States,Northern America,Americas
12211,Heizer,Kansas,United States,Northern America,Americas
12212,Hepler,Kansas,United States,Northern America,Americas
12213,Herington,Kansas,United States,Northern America,Americas
12214,Herkimer,Kansas,United States,Northern America,Americas
12215,Herndon,Kansas,United States,Northern America,Americas
12216,Hesston,Kansas,United States,Northern America,Americas
12217,Hewins,Kansas,United States,Northern America,Americas
12218,Hiattville,Kansas,United States,Northern America,Americas
12219,Hiawatha,Kansas,United States,Northern America,Americas
12220,Hickok,Kansas,United States,Northern America,Americas
12221,Highland,Kansas,United States,Northern America,Americas
12222,Hill City,Kansas,United States,Northern America,Americas
12223,Hillsboro,Kansas,United States,Northern America,Americas
12224,Hillsdale,Kansas,United States,Northern America,Americas
12225,Hilltop,Kansas,United States,Northern America,Americas
12226,Hitschmann,Kansas,United States,Northern America,Americas
12227,Hoisington,Kansas,United States,Northern America,Americas
12228,Holcomb,Kansas,United States,Northern America,Americas
12229,Hollenberg,Kansas,United States,Northern America,Americas
12230,Holton,Kansas,United States,Northern America,Americas
12231,Holyrood,Kansas,United States,Northern America,Americas
12232,Home,Kansas,United States,Northern America,Americas
12233,Homewood,Kansas,United States,Northern America,Americas
12234,Hope,Kansas,United States,Northern America,Americas
12235,Hopewell,Kansas,United States,Northern America,Americas
12236,Horace,Kansas,United States,Northern America,Americas
12237,Horton,Kansas,United States,Northern America,Americas
12238,Howard,Kansas,United States,Northern America,Americas
12239,Hoxie,Kansas,United States,Northern America,Americas
12240,Hoyt,Kansas,United States,Northern America,Americas
12241,Hudson,Kansas,United States,Northern America,Americas
12242,Hugoton,Kansas,United States,Northern America,Americas
12243,Humboldt,Kansas,United States,Northern America,Americas
12244,Hunnewell,Kansas,United States,Northern America,Americas
12245,Hunter,Kansas,United States,Northern America,Americas
12246,Huron,Kansas,United States,Northern America,Americas
12247,Huscher,Kansas,United States,Northern America,Americas
12248,Hutchinson,Kansas,United States,Northern America,Americas
12249,Hymer,Kansas,United States,Northern America,Americas
12250,Idana,Kansas,United States,Northern America,Americas
12251,Independence,Kansas,United States,Northern America,Americas
12252,Industry,Kansas,United States,Northern America,Americas
12253,Ingalls,Kansas,United States,Northern America,Americas
12254,Inman,Kansas,United States,Northern America,Americas
12255,Iola,Kansas,United States,Northern America,Americas
12256,Ionia,Kansas,United States,Northern America,Americas
12257,Iowa Point,Kansas,United States,Northern America,Americas
12258,Isabel,Kansas,United States,Northern America,Americas
12259,Iuka,Kansas,United States,Northern America,Americas
12260,Jamestown,Kansas,United States,Northern America,Americas
12261,Jefferson,Kansas,United States,Northern America,Americas
12262,Jennings,Kansas,United States,Northern America,Americas
12263,Jetmore,Kansas,United States,Northern America,Americas
12264,Jewell,Kansas,United States,Northern America,Americas
12265,Jingo,Kansas,United States,Northern America,Americas
12266,Johnson City,Kansas,United States,Northern America,Americas
12267,Junction City,Kansas,United States,Northern America,Americas
12268,Kackley,Kansas,United States,Northern America,Americas
12269,Kalvesta,Kansas,United States,Northern America,Americas
12270,Kanopolis,Kansas,United States,Northern America,Americas
12271,Kanorado,Kansas,United States,Northern America,Americas
12272,Kansas City,Kansas,United States,Northern America,Americas
12273,Keats,Kansas,United States,Northern America,Americas
12274,Kechi,Kansas,United States,Northern America,Americas
12275,Kelly,Kansas,United States,Northern America,Americas
12276,Kendall,Kansas,United States,Northern America,Americas
12277,Kenneth,Kansas,United States,Northern America,Americas
12278,Kensington,Kansas,United States,Northern America,Americas
12279,Kimball,Kansas,United States,Northern America,Americas
12280,Kincaid,Kansas,United States,Northern America,Americas
12281,Kingman,Kansas,United States,Northern America,Americas
12282,Kingsdown,Kansas,United States,Northern America,Americas
12283,Kinsley,Kansas,United States,Northern America,Americas
12284,Kiowa,Kansas,United States,Northern America,Americas
12285,Kipp,Kansas,United States,Northern America,Americas
12286,Kirwin,Kansas,United States,Northern America,Americas
12287,Kismet,Kansas,United States,Northern America,Americas
12288,La Crosse,Kansas,United States,Northern America,Americas
12289,La Cygne,Kansas,United States,Northern America,Americas
12290,La Harpe,Kansas,United States,Northern America,Americas
12291,Labette,Kansas,United States,Northern America,Americas
12292,Lackmans,Kansas,United States,Northern America,Americas
12293,Laclede,Kansas,United States,Northern America,Americas
12294,Lafontaine,Kansas,United States,Northern America,Americas
12295,Lake City,Kansas,United States,Northern America,Americas
12296,Lake Quivira,Kansas,United States,Northern America,Americas
12297,Lakin,Kansas,United States,Northern America,Americas
12298,Lamont,Kansas,United States,Northern America,Americas
12299,Lancaster,Kansas,United States,Northern America,Americas
12300,Lane,Kansas,United States,Northern America,Americas
12301,Langdon,Kansas,United States,Northern America,Americas
12302,Langley,Kansas,United States,Northern America,Americas
12303,Lansing,Kansas,United States,Northern America,Americas
12304,Larned,Kansas,United States,Northern America,Americas
12305,Latham,Kansas,United States,Northern America,Americas
12306,Latimer,Kansas,United States,Northern America,Americas
12307,Lawrence,Kansas,United States,Northern America,Americas
12308,Lawton,Kansas,United States,Northern America,Americas
12309,Le Loup,Kansas,United States,Northern America,Americas
12310,Leavenworth,Kansas,United States,Northern America,Americas
12311,Leawood,Kansas,United States,Northern America,Americas
12312,Lebanon,Kansas,United States,Northern America,Americas
12313,Lebo,Kansas,United States,Northern America,Americas
12314,Lecompton,Kansas,United States,Northern America,Americas
12315,Lehigh,Kansas,United States,Northern America,Americas
12316,Lenexa,Kansas,United States,Northern America,Americas
12317,Lenora,Kansas,United States,Northern America,Americas
12318,Leon,Kansas,United States,Northern America,Americas
12319,Leona,Kansas,United States,Northern America,Americas
12320,Leonardville,Kansas,United States,Northern America,Americas
12321,Leoti,Kansas,United States,Northern America,Americas
12322,Leoville,Kansas,United States,Northern America,Americas
12323,LeRoy,Kansas,United States,Northern America,Americas
12324,Levant,Kansas,United States,Northern America,Americas
12325,Lewis,Kansas,United States,Northern America,Americas
12326,Liberal,Kansas,United States,Northern America,Americas
12327,Liberty,Kansas,United States,Northern America,Americas
12328,Liebenthal,Kansas,United States,Northern America,Americas
12329,Lincoln,Kansas,United States,Northern America,Americas
12330,Lincolnville,Kansas,United States,Northern America,Americas
12331,Lindsborg,Kansas,United States,Northern America,Americas
12332,Linn,Kansas,United States,Northern America,Americas
12333,Linwood,Kansas,United States,Northern America,Americas
12334,Little River,Kansas,United States,Northern America,Americas
12335,Logan,Kansas,United States,Northern America,Americas
12336,Lone Elm,Kansas,United States,Northern America,Americas
12337,Lone Star,Kansas,United States,Northern America,Americas
12338,Long Island,Kansas,United States,Northern America,Americas
12339,Longford,Kansas,United States,Northern America,Americas
12340,Longton,Kansas,United States,Northern America,Americas
12341,Loretta,Kansas,United States,Northern America,Americas
12342,Lorraine,Kansas,United States,Northern America,Americas
12343,Lost Springs,Kansas,United States,Northern America,Americas
12344,Louisburg,Kansas,United States,Northern America,Americas
12345,Louisville,Kansas,United States,Northern America,Americas
12346,Lovewell,Kansas,United States,Northern America,Americas
12347,Lowell,Kansas,United States,Northern America,Americas
12348,Lowemont,Kansas,United States,Northern America,Americas
12349,Lucas,Kansas,United States,Northern America,Americas
12350,Ludell,Kansas,United States,Northern America,Americas
12351,Luray,Kansas,United States,Northern America,Americas
12352,Lyndon,Kansas,United States,Northern America,Americas
12353,Lyons,Kansas,United States,Northern America,Americas
12354,Macksville,Kansas,United States,Northern America,Americas
12355,Madison,Kansas,United States,Northern America,Americas
12356,Mahaska,Kansas,United States,Northern America,Americas
12357,Maize,Kansas,United States,Northern America,Americas
12358,Manchester,Kansas,United States,Northern America,Americas
12359,Manhattan,Kansas,United States,Northern America,Americas
12360,Mankato,Kansas,United States,Northern America,Americas
12361,Manter,Kansas,United States,Northern America,Americas
12362,Maple Hill,Kansas,United States,Northern America,Americas
12363,Mapleton,Kansas,United States,Northern America,Americas
12364,Marienthal,Kansas,United States,Northern America,Americas
12365,Marietta,Kansas,United States,Northern America,Americas
12366,Marion,Kansas,United States,Northern America,Americas
12367,Marquette,Kansas,United States,Northern America,Americas
12368,Marysville,Kansas,United States,Northern America,Americas
12369,Matfield Green,Kansas,United States,Northern America,Americas
12370,Mayetta,Kansas,United States,Northern America,Americas
12371,Mayfield,Kansas,United States,Northern America,Americas
12372,McCracken,Kansas,United States,Northern America,Americas
12373,McCune,Kansas,United States,Northern America,Americas
12374,McDonald,Kansas,United States,Northern America,Americas
12375,McFarland,Kansas,United States,Northern America,Americas
12376,McLouth,Kansas,United States,Northern America,Americas
12377,McPherson,Kansas,United States,Northern America,Americas
12378,Meade,Kansas,United States,Northern America,Americas
12379,Medicine Lodge,Kansas,United States,Northern America,Americas
12380,Medora,Kansas,United States,Northern America,Americas
12381,Melrose,Kansas,United States,Northern America,Americas
12382,Melvern,Kansas,United States,Northern America,Americas
12383,Menlo,Kansas,United States,Northern America,Americas
12384,Mentor,Kansas,United States,Northern America,Americas
12385,Meriden,Kansas,United States,Northern America,Americas
12386,Merriam,Kansas,United States,Northern America,Americas
12387,Midland Park,Kansas,United States,Northern America,Americas
12388,Midway,Kansas,United States,Northern America,Americas
12389,Milan,Kansas,United States,Northern America,Americas
12390,Mildred,Kansas,United States,Northern America,Americas
12391,Milford,Kansas,United States,Northern America,Americas
12392,Miller,Kansas,United States,Northern America,Americas
12393,Milton,Kansas,United States,Northern America,Americas
12394,Miltonvale,Kansas,United States,Northern America,Americas
12395,Minneapolis,Kansas,United States,Northern America,Americas
12396,Minneola,Kansas,United States,Northern America,Americas
12397,Mission,Kansas,United States,Northern America,Americas
12398,Mission Hills,Kansas,United States,Northern America,Americas
12399,Mitchell,Kansas,United States,Northern America,Americas
12400,Moline,Kansas,United States,Northern America,Americas
12401,Mont Ida,Kansas,United States,Northern America,Americas
12402,Montana,Kansas,United States,Northern America,Americas
12403,Montezuma,Kansas,United States,Northern America,Americas
12404,Montrose,Kansas,United States,Northern America,Americas
12405,Moran,Kansas,United States,Northern America,Americas
12406,Morehead,Kansas,United States,Northern America,Americas
12407,Morganville,Kansas,United States,Northern America,Americas
12408,Morland,Kansas,United States,Northern America,Americas
12409,Morrill,Kansas,United States,Northern America,Americas
12410,Morrowville,Kansas,United States,Northern America,Americas
12411,Moscow,Kansas,United States,Northern America,Americas
12412,Mound City,Kansas,United States,Northern America,Americas
12413,Mound Valley,Kansas,United States,Northern America,Americas
12414,Moundridge,Kansas,United States,Northern America,Americas
12415,Mount Hope,Kansas,United States,Northern America,Americas
12416,Mulberry,Kansas,United States,Northern America,Americas
12417,Mullinville,Kansas,United States,Northern America,Americas
12418,Mulvane,Kansas,United States,Northern America,Americas
12419,Munden,Kansas,United States,Northern America,Americas
12420,Munjor,Kansas,United States,Northern America,Americas
12421,Murdock,Kansas,United States,Northern America,Americas
12422,Muscotah,Kansas,United States,Northern America,Americas
12423,Narka,Kansas,United States,Northern America,Americas
12424,Nashville,Kansas,United States,Northern America,Americas
12425,Natoma,Kansas,United States,Northern America,Americas
12426,Natrona,Kansas,United States,Northern America,Americas
12427,Navarre,Kansas,United States,Northern America,Americas
12428,Neal,Kansas,United States,Northern America,Americas
12429,Nekoma,Kansas,United States,Northern America,Americas
12430,Neodesha,Kansas,United States,Northern America,Americas
12431,Neosho Falls,Kansas,United States,Northern America,Americas
12432,Neosho Rapids,Kansas,United States,Northern America,Americas
12433,Ness City,Kansas,United States,Northern America,Americas
12434,Netawaka,Kansas,United States,Northern America,Americas
12435,Neutral,Kansas,United States,Northern America,Americas
12436,New Albany,Kansas,United States,Northern America,Americas
12437,New Almelo,Kansas,United States,Northern America,Americas
12438,New Cambria,Kansas,United States,Northern America,Americas
12439,New Lancaster,Kansas,United States,Northern America,Americas
12440,New Strawn,Kansas,United States,Northern America,Americas
12441,Newton,Kansas,United States,Northern America,Americas
12442,Nickerson,Kansas,United States,Northern America,Americas
12443,Nicodemus,Kansas,United States,Northern America,Americas
12444,Niles,Kansas,United States,Northern America,Americas
12445,Niotaze,Kansas,United States,Northern America,Americas
12446,Norcatur,Kansas,United States,Northern America,Americas
12447,North Newton,Kansas,United States,Northern America,Americas
12448,Northbranch,Kansas,United States,Northern America,Americas
12449,Norton,Kansas,United States,Northern America,Americas
12450,Nortonville,Kansas,United States,Northern America,Americas
12451,Norway,Kansas,United States,Northern America,Americas
12452,Norwich,Kansas,United States,Northern America,Americas
12453,Oak Hill,Kansas,United States,Northern America,Americas
12454,Oak Valley,Kansas,United States,Northern America,Americas
12455,Oakley,Kansas,United States,Northern America,Americas
12456,Oberlin,Kansas,United States,Northern America,Americas
12457,Odin,Kansas,United States,Northern America,Americas
12458,Offerle,Kansas,United States,Northern America,Americas
12459,Ogallah,Kansas,United States,Northern America,Americas
12460,Ogden,Kansas,United States,Northern America,Americas
12461,Oketo,Kansas,United States,Northern America,Americas
12462,Olathe,Kansas,United States,Northern America,Americas
12463,Olivet,Kansas,United States,Northern America,Americas
12464,Olmitz,Kansas,United States,Northern America,Americas
12465,Olpe,Kansas,United States,Northern America,Americas
12466,Olsburg,Kansas,United States,Northern America,Americas
12467,Onaga,Kansas,United States,Northern America,Americas
12468,Oneida,Kansas,United States,Northern America,Americas
12469,Opolis,Kansas,United States,Northern America,Americas
12470,Osage City,Kansas,United States,Northern America,Americas
12471,Osawatomie,Kansas,United States,Northern America,Americas
12472,Osborne,Kansas,United States,Northern America,Americas
12473,Oskaloosa,Kansas,United States,Northern America,Americas
12474,Oswego,Kansas,United States,Northern America,Americas
12475,Otis,Kansas,United States,Northern America,Americas
12476,Ottawa,Kansas,United States,Northern America,Americas
12477,Ottumwa,Kansas,United States,Northern America,Americas
12478,Overbrook,Kansas,United States,Northern America,Americas
12479,Overland Park,Kansas,United States,Northern America,Americas
12480,Oxford,Kansas,United States,Northern America,Americas
12481,Ozawkie,Kansas,United States,Northern America,Americas
12482,Padonia,Kansas,United States,Northern America,Americas
12483,Page City,Kansas,United States,Northern America,Americas
12484,Palco,Kansas,United States,Northern America,Americas
12485,Palmer,Kansas,United States,Northern America,Americas
12486,Paola,Kansas,United States,Northern America,Americas
12487,Paradise,Kansas,United States,Northern America,Americas
12488,Park,Kansas,United States,Northern America,Americas
12489,Park City,Kansas,United States,Northern America,Americas
12490,Parker,Kansas,United States,Northern America,Americas
12491,Parkerville,Kansas,United States,Northern America,Americas
12492,Parsons,Kansas,United States,Northern America,Americas
12493,Partridge,Kansas,United States,Northern America,Americas
12494,Patterson,Kansas,United States,Northern America,Americas
12495,Pauline,Kansas,United States,Northern America,Americas
12496,Pawnee Rock,Kansas,United States,Northern America,Americas
12497,Pawnee Station,Kansas,United States,Northern America,Americas
12498,Paxico,Kansas,United States,Northern America,Americas
12499,Peabody,Kansas,United States,Northern America,Americas
12500,Peck,Kansas,United States,Northern America,Americas
12501,Penalosa,Kansas,United States,Northern America,Americas
12502,Peoria,Kansas,United States,Northern America,Americas
12503,Perry,Kansas,United States,Northern America,Americas
12504,Perth,Kansas,United States,Northern America,Americas
12505,Peru,Kansas,United States,Northern America,Americas
12506,Petrolia,Kansas,United States,Northern America,Americas
12507,Pfeifer,Kansas,United States,Northern America,Americas
12508,Phillipsburg,Kansas,United States,Northern America,Americas
12509,Piedmont,Kansas,United States,Northern America,Americas
12510,Pierceville,Kansas,United States,Northern America,Americas
12511,Piper,Kansas,United States,Northern America,Americas
12512,Piqua,Kansas,United States,Northern America,Americas
12513,Pittsburg,Kansas,United States,Northern America,Americas
12514,Plains,Kansas,United States,Northern America,Americas
12515,Plainville,Kansas,United States,Northern America,Americas
12516,Pleasant Grove,Kansas,United States,Northern America,Americas
12517,Pleasanton,Kansas,United States,Northern America,Americas
12518,Plevna,Kansas,United States,Northern America,Americas
12519,Plymouth,Kansas,United States,Northern America,Americas
12520,Pomeroy,Kansas,United States,Northern America,Americas
12521,Pomona,Kansas,United States,Northern America,Americas
12522,Portis,Kansas,United States,Northern America,Americas
12523,Portland,Kansas,United States,Northern America,Americas
12524,Potter,Kansas,United States,Northern America,Americas
12525,Potwin,Kansas,United States,Northern America,Americas
12526,Powhattan,Kansas,United States,Northern America,Americas
12527,Prairie View,Kansas,United States,Northern America,Americas
12528,Prairie Village,Kansas,United States,Northern America,Americas
12529,Pratt,Kansas,United States,Northern America,Americas
12530,Prescott,Kansas,United States,Northern America,Americas
12531,Preston,Kansas,United States,Northern America,Americas
12532,Pretty Prairie,Kansas,United States,Northern America,Americas
12533,Princeton,Kansas,United States,Northern America,Americas
12534,Protection,Kansas,United States,Northern America,Americas
12535,Quenemo,Kansas,United States,Northern America,Americas
12536,Quincy,Kansas,United States,Northern America,Americas
12537,Quinter,Kansas,United States,Northern America,Americas
12538,Radium,Kansas,United States,Northern America,Americas
12539,Rago,Kansas,United States,Northern America,Americas
12540,Ramona,Kansas,United States,Northern America,Americas
12541,Randall,Kansas,United States,Northern America,Americas
12542,Randolph,Kansas,United States,Northern America,Americas
12543,Ransom,Kansas,United States,Northern America,Americas
12544,Rantoul,Kansas,United States,Northern America,Americas
12545,Raymond,Kansas,United States,Northern America,Americas
12546,Reading,Kansas,United States,Northern America,Americas
12547,Reager,Kansas,United States,Northern America,Americas
12548,Redfield,Kansas,United States,Northern America,Americas
12549,Reece,Kansas,United States,Northern America,Americas
12550,Reno,Kansas,United States,Northern America,Americas
12551,Republic,Kansas,United States,Northern America,Americas
12552,Reserve,Kansas,United States,Northern America,Americas
12553,Rexford,Kansas,United States,Northern America,Americas
12554,Rice,Kansas,United States,Northern America,Americas
12555,Richfield,Kansas,United States,Northern America,Americas
12556,Richland,Kansas,United States,Northern America,Americas
12557,Richmond,Kansas,United States,Northern America,Americas
12558,Riley,Kansas,United States,Northern America,Americas
12559,Riverdale,Kansas,United States,Northern America,Americas
12560,Riverton,Kansas,United States,Northern America,Americas
12561,Robinson,Kansas,United States,Northern America,Americas
12562,Rock,Kansas,United States,Northern America,Americas
12563,Rock Creek,Kansas,United States,Northern America,Americas
12564,Roeland Park,Kansas,United States,Northern America,Americas
12565,Rolla,Kansas,United States,Northern America,Americas
12566,Rome,Kansas,United States,Northern America,Americas
12567,Roper,Kansas,United States,Northern America,Americas
12568,Rosalia,Kansas,United States,Northern America,Americas
12569,Rose Hill,Kansas,United States,Northern America,Americas
12570,Roseland,Kansas,United States,Northern America,Americas
12571,Rossville,Kansas,United States,Northern America,Americas
12572,Roxbury,Kansas,United States,Northern America,Americas
12573,Rozel,Kansas,United States,Northern America,Americas
12574,Rush Center,Kansas,United States,Northern America,Americas
12575,Russell,Kansas,United States,Northern America,Americas
12576,Russell Springs,Kansas,United States,Northern America,Americas
12577,Sabetha,Kansas,United States,Northern America,Americas
12578,Saint Benedict,Kansas,United States,Northern America,Americas
12579,Saint Francis,Kansas,United States,Northern America,Americas
12580,Saint George,Kansas,United States,Northern America,Americas
12581,Saint John,Kansas,United States,Northern America,Americas
12582,Saint Joseph,Kansas,United States,Northern America,Americas
12583,Saint Leo,Kansas,United States,Northern America,Americas
12584,Saint Marks,Kansas,United States,Northern America,Americas
12585,Saint Marys,Kansas,United States,Northern America,Americas
12586,Saint Paul,Kansas,United States,Northern America,Americas
12587,Saint Peter,Kansas,United States,Northern America,Americas
12588,Salina,Kansas,United States,Northern America,Americas
12589,Sallyards,Kansas,United States,Northern America,Americas
12590,Sanford,Kansas,United States,Northern America,Americas
12591,Satanta,Kansas,United States,Northern America,Americas
12592,Saunders,Kansas,United States,Northern America,Americas
12593,Savonburg,Kansas,United States,Northern America,Americas
12594,Sawyer,Kansas,United States,Northern America,Americas
12595,Saxman,Kansas,United States,Northern America,Americas
12596,Scammon,Kansas,United States,Northern America,Americas
12597,Scandia,Kansas,United States,Northern America,Americas
12598,Schoenchen,Kansas,United States,Northern America,Americas
12599,Schulte,Kansas,United States,Northern America,Americas
12600,Scott City,Kansas,United States,Northern America,Americas
12601,Scottsville,Kansas,United States,Northern America,Americas
12602,Scranton,Kansas,United States,Northern America,Americas
12603,Sedan,Kansas,United States,Northern America,Americas
12604,Sedgwick,Kansas,United States,Northern America,Americas
12605,Seguin,Kansas,United States,Northern America,Americas
12606,Selden,Kansas,United States,Northern America,Americas
12607,Selkirk,Kansas,United States,Northern America,Americas
12608,Selma,Kansas,United States,Northern America,Americas
12609,Seneca,Kansas,United States,Northern America,Americas
12610,Severance,Kansas,United States,Northern America,Americas
12611,Severy,Kansas,United States,Northern America,Americas
12612,Seward,Kansas,United States,Northern America,Americas
12613,Shallow Water,Kansas,United States,Northern America,Americas
12614,Sharon,Kansas,United States,Northern America,Americas
12615,Sharon Springs,Kansas,United States,Northern America,Americas
12616,Sharpe,Kansas,United States,Northern America,Americas
12617,Shaw,Kansas,United States,Northern America,Americas
12618,Shawnee,Kansas,United States,Northern America,Americas
12619,Sherman,Kansas,United States,Northern America,Americas
12620,Sherwin,Kansas,United States,Northern America,Americas
12621,Shields,Kansas,United States,Northern America,Americas
12622,Silver Lake,Kansas,United States,Northern America,Americas
12623,Silverdale,Kansas,United States,Northern America,Americas
12624,Simpson,Kansas,United States,Northern America,Americas
12625,Sitka,Kansas,United States,Northern America,Americas
12626,Skiddy,Kansas,United States,Northern America,Americas
12627,Smith Center,Kansas,United States,Northern America,Americas
12628,Smolan,Kansas,United States,Northern America,Americas
12629,Soldier,Kansas,United States,Northern America,Americas
12630,Solomon,Kansas,United States,Northern America,Americas
12631,South Haven,Kansas,United States,Northern America,Americas
12632,South Hutchinson,Kansas,United States,Northern America,Americas
12633,South Mound,Kansas,United States,Northern America,Americas
12634,Spearville,Kansas,United States,Northern America,Americas
12635,Speed,Kansas,United States,Northern America,Americas
12636,Spivey,Kansas,United States,Northern America,Americas
12637,Spring Hill,Kansas,United States,Northern America,Americas
12638,Stafford,Kansas,United States,Northern America,Americas
12639,Stanley,Kansas,United States,Northern America,Americas
12640,Stark,Kansas,United States,Northern America,Americas
12641,Sterling,Kansas,United States,Northern America,Americas
12642,Stilwell,Kansas,United States,Northern America,Americas
12643,Stippville,Kansas,United States,Northern America,Americas
12644,Stockton,Kansas,United States,Northern America,Americas
12645,Strong City,Kansas,United States,Northern America,Americas
12646,Studley,Kansas,United States,Northern America,Americas
12647,Stull,Kansas,United States,Northern America,Americas
12648,Sublette,Kansas,United States,Northern America,Americas
12649,Summerfield,Kansas,United States,Northern America,Americas
12650,Sun City,Kansas,United States,Northern America,Americas
12651,Susank,Kansas,United States,Northern America,Americas
12652,Sycamore,Kansas,United States,Northern America,Americas
12653,Sylvan Grove,Kansas,United States,Northern America,Americas
12654,Sylvia,Kansas,United States,Northern America,Americas
12655,Syracuse,Kansas,United States,Northern America,Americas
12656,Talmage,Kansas,United States,Northern America,Americas
12657,Tampa,Kansas,United States,Northern America,Americas
12658,Tasco,Kansas,United States,Northern America,Americas
12659,Tecumseh,Kansas,United States,Northern America,Americas
12660,Tescott,Kansas,United States,Northern America,Americas
12661,Teterville,Kansas,United States,Northern America,Americas
12662,Thayer,Kansas,United States,Northern America,Americas
12663,Timken,Kansas,United States,Northern America,Americas
12664,Tipton,Kansas,United States,Northern America,Americas
12665,Tonganoxie,Kansas,United States,Northern America,Americas
12666,Topeka,Kansas,United States,Northern America,Americas
12667,Toronto,Kansas,United States,Northern America,Americas
12668,Towanda,Kansas,United States,Northern America,Americas
12669,Traer,Kansas,United States,Northern America,Americas
12670,Treece,Kansas,United States,Northern America,Americas
12671,Tribune,Kansas,United States,Northern America,Americas
12672,Trousdale,Kansas,United States,Northern America,Americas
12673,Troy,Kansas,United States,Northern America,Americas
12674,Turon,Kansas,United States,Northern America,Americas
12675,Tyro,Kansas,United States,Northern America,Americas
12676,Udall,Kansas,United States,Northern America,Americas
12677,Ulysses,Kansas,United States,Northern America,Americas
12678,Uniontown,Kansas,United States,Northern America,Americas
12679,Upland,Kansas,United States,Northern America,Americas
12680,Urbana,Kansas,United States,Northern America,Americas
12681,Utica,Kansas,United States,Northern America,Americas
12682,Valley Center,Kansas,United States,Northern America,Americas
12683,Valley Falls,Kansas,United States,Northern America,Americas
12684,Varner,Kansas,United States,Northern America,Americas
12685,Vassar,Kansas,United States,Northern America,Americas
12686,Verdi,Kansas,United States,Northern America,Americas
12687,Vermillion,Kansas,United States,Northern America,Americas
12688,Vernon,Kansas,United States,Northern America,Americas
12689,Vesper,Kansas,United States,Northern America,Americas
12690,Victoria,Kansas,United States,Northern America,Americas
12691,Vilas,Kansas,United States,Northern America,Americas
12692,Vining,Kansas,United States,Northern America,Americas
12693,Vinland,Kansas,United States,Northern America,Americas
12694,Viola,Kansas,United States,Northern America,Americas
12695,Virgil,Kansas,United States,Northern America,Americas
12696,Volland,Kansas,United States,Northern America,Americas
12697,Wabaunsee,Kansas,United States,Northern America,Americas
12698,Wagstaff,Kansas,United States,Northern America,Americas
12699,Wakarusa,Kansas,United States,Northern America,Americas
12700,WaKeeney,Kansas,United States,Northern America,Americas
12701,Wakefield,Kansas,United States,Northern America,Americas
12702,Waldo,Kansas,United States,Northern America,Americas
12703,Waldron,Kansas,United States,Northern America,Americas
12704,Wallace,Kansas,United States,Northern America,Americas
12705,Walnut,Kansas,United States,Northern America,Americas
12706,Walton,Kansas,United States,Northern America,Americas
12707,Wamego,Kansas,United States,Northern America,Americas
12708,Washington,Kansas,United States,Northern America,Americas
12709,Waterville,Kansas,United States,Northern America,Americas
12710,Wathena,Kansas,United States,Northern America,Americas
12711,Wauneta,Kansas,United States,Northern America,Americas
12712,Waverly,Kansas,United States,Northern America,Americas
12713,Wayne,Kansas,United States,Northern America,Americas
12714,Wayside,Kansas,United States,Northern America,Americas
12715,Webber,Kansas,United States,Northern America,Americas
12716,Weir,Kansas,United States,Northern America,Americas
12717,Welda,Kansas,United States,Northern America,Americas
12718,Wellington,Kansas,United States,Northern America,Americas
12719,Wells,Kansas,United States,Northern America,Americas
12720,Wellsford,Kansas,United States,Northern America,Americas
12721,Wellsville,Kansas,United States,Northern America,Americas
12722,Weskan,Kansas,United States,Northern America,Americas
12723,West Mineral,Kansas,United States,Northern America,Americas
12724,Westfall,Kansas,United States,Northern America,Americas
12725,Westmoreland,Kansas,United States,Northern America,Americas
12726,Westphalia,Kansas,United States,Northern America,Americas
12727,Westwood,Kansas,United States,Northern America,Americas
12728,Wetmore,Kansas,United States,Northern America,Americas
12729,Wheaton,Kansas,United States,Northern America,Americas
12730,Wheeler,Kansas,United States,Northern America,Americas
12731,White City,Kansas,United States,Northern America,Americas
12732,White Cloud,Kansas,United States,Northern America,Americas
12733,Whitewater,Kansas,United States,Northern America,Americas
12734,Whiting,Kansas,United States,Northern America,Americas
12735,Wichita,Kansas,United States,Northern America,Americas
12736,Willard,Kansas,United States,Northern America,Americas
12737,Williamsburg,Kansas,United States,Northern America,Americas
12738,Williamstown,Kansas,United States,Northern America,Americas
12739,Willis,Kansas,United States,Northern America,Americas
12740,Willowbrook,Kansas,United States,Northern America,Americas
12741,Willowdale,Kansas,United States,Northern America,Americas
12742,Wilmore,Kansas,United States,Northern America,Americas
12743,Wilmot,Kansas,United States,Northern America,Americas
12744,Wilsey,Kansas,United States,Northern America,Americas
12745,Wilson,Kansas,United States,Northern America,Americas
12746,Winchester,Kansas,United States,Northern America,Americas
12747,Windhorst,Kansas,United States,Northern America,Americas
12748,Windom,Kansas,United States,Northern America,Americas
12749,Winfield,Kansas,United States,Northern America,Americas
12750,Winifred,Kansas,United States,Northern America,Americas
12751,Winona,Kansas,United States,Northern America,Americas
12752,Wolcott,Kansas,United States,Northern America,Americas
12753,Wolf,Kansas,United States,Northern America,Americas
12754,Woodbine,Kansas,United States,Northern America,Americas
12755,Woodruff,Kansas,United States,Northern America,Americas
12756,Woodston,Kansas,United States,Northern America,Americas
12757,Wright,Kansas,United States,Northern America,Americas
12758,Xenia,Kansas,United States,Northern America,Americas
12759,Yale,Kansas,United States,Northern America,Americas
12760,Yates Center,Kansas,United States,Northern America,Americas
