"Title","Video ID","Upload date/timestamp"
"Coding Bootcamp Berlin | Le Wagon Demo Day - Batch #266","Z5SJ_eh_pJo","2019-08-14T09:27:05Z"
"Who learns at Le Wagon Chengdu?","ZXfz9R_kCOM","2019-08-13T06:41:48Z"
"What's it like to learn to code at Le Wagon Chengdu?","lC2x1hcw7mI","2019-08-13T06:16:37Z"
"Coding Bootcamp Amsterdam | Le Wagon Demo Day - Batch #259","EnAt1ego2sQ","2019-08-09T15:21:22Z"
"Coding Bootcamp Barcelona | Le Wagon Demo Day #245","-VYsT8vyZxE","2019-08-07T14:49:50Z"
"Women in Tech | Career advice from Forbes Top 50 tech woman, Vivian at eBay: \u4ece\u70ed\u7231\u5230\u4e13\u4e1a","A4hL45f6oMs","2019-08-06T02:16:38Z"
"Coding Bootcamp Brussels | Le Wagon Demo Day - Batch #229","FQrn6hRT5jU","2019-08-02T09:26:00Z"
"Learn to code after a business degree !","m-Tdwuj1tfE","2019-08-01T15:57:39Z"
"Coding Bootcamp Milano | Le Wagon Demo Day - Batch #263","4ASvaZny2Fo","2019-07-29T19:06:33Z"
"Coding Bootcamp Tokyo | Le Wagon Demo Day - Spring 2019","lUyG1UMdoD0","2019-07-29T01:00:50Z"
"Women in Tech | What should a programmer look like? \u4f60\u89c9\u5f97\u7a0b\u5e8f\u5458\u8be5\u662f\u4ec0\u4e48\u6837\u7684\uff1f","QsPKzE2x_OY","2019-07-26T08:10:55Z"
"Le Wagon Coding School: a life-changing experience","Du0eKxOrLsQ","2019-07-23T07:48:01Z"
"1-min Pitch | Loquence, data-driven decisions made simple","yO6s8dkVTbM","2019-07-23T04:44:04Z"
"Coding Bootcamp London | Le Wagon Demo Day - Batch #240","afpOU3m8BvQ","2019-07-18T15:44:11Z"
"How to build your portfolio as a developer","CE8NbAw3sEQ","2019-07-17T12:15:14Z"
"Coding Bootcamp Marseille | Le Wagon Demo Day - Batch #254","u2_y-lFR-8s","2019-07-08T11:27:50Z"
"Le Wagon Berlin - Demo Day Batch #244","xwBGLNn358c","2019-07-05T12:54:16Z"
"1-min Pitch | AutoTest, the automated test-scoring application","GzIF2U7NLH4","2019-07-03T12:47:50Z"
"Coding Bootcamp Lyon | Le Wagon DemoDay - Batch #218","Pzg9PpJLX3Y","2019-07-03T09:02:51Z"
"Alumni Story | Learn to code in Melbourne | Jeremy - Fullstack Developer","muNZmqzX4aQ","2019-07-02T15:18:44Z"
"Alumni Story | Le Wagon Coding Courses Melbourne | Daniel kaga - Fullstack Developer","WHaTFuB9Dt0","2019-07-02T15:10:33Z"
"Alumni Story | Le Wagon Coding Courses Melbourne | Tair - Product Manager","MqVsXLpIk0k","2019-07-02T15:04:00Z"
"Alumni Story | Le Wagon Coding Courses Melbourne | Juliette - Fullstack Developer","hnbjtheBnfY","2019-07-02T15:01:18Z"
"Le Wagon Demo Day | Batch #258  | Coding Courses Melbourne","ymxxDMovy4E","2019-07-02T10:48:24Z"
"Alumni Story | Le Wagon Coding Courses | Marco Reeves - Freelance Web Developer","sgkGL6XYu9c","2019-07-02T10:45:21Z"
"Coding Bootcamp Bali | Le Wagon Demo Day - Batch #253","EbLmuxiGLzA","2019-07-02T10:10:47Z"
"Alumni Story | Claire Dupont, Product Manager at EXO","Y0IfONXKDfo","2019-06-26T19:06:15Z"
"Le Wagon Bootcamp in China: It\u2019s not all about code, it\u2019s about people | tech community","sNycA4Om28s","2019-06-21T08:32:06Z"
"Le Wagon Demo Day - Batch #256 | São Paulo","C32stcDdE8E","2019-06-19T17:35:25Z"
"Over the great wall: a peek into China tech | Le Wagon - experts interviews","mqU3B2GzN7E","2019-06-17T04:50:49Z"
"Le Wagon Demo Day - 2019 Spring Batch","L3u6kQ3DWGA","2019-06-15T14:20:01Z"
"Coding Bootcamp Lausanne | Le Wagon Demo Day - Batch #249","yg_JrefXqB0","2019-06-14T10:49:10Z"
"Coding Bootcamp Montreal | Le Wagon Demo Day - Batch #247","eLq5zxYvOIA","2019-06-07T23:45:20Z"
"Le Wagon Batch #243 Demo Day","rIKsdGDWbwY","2019-06-07T19:21:21Z"
"What is Le Wagon Demo Day? \u2b50 A party of entrepreneurs, coders, and more...","R_dPND5IZnk","2019-06-06T11:28:10Z"
"Coding bootcamp Shanghai | Product demo: Nutriv | WeChat Mini Program #CreatedinChina","BZSacjfDI1U","2019-06-06T10:44:13Z"
"Coding bootcamp Shanghai | Product demo: Skill Transfer | EdTech #CreatedinChina","kmVhgTJmGYU","2019-06-06T10:44:13Z"
"Coding bootcamp Shanghai | Product demo: 175 \u4e00\u8d77\u821e | WeChat Mini Program #CreatedinChina","ArSIRz8rgEY","2019-06-06T10:44:12Z"
"Coding bootcamp Shanghai | Product demo: Laduzi \u62c9\u809a\u5b50 | Healthcare #CreatedinChina","CuChrOuVGQE","2019-06-06T10:44:12Z"
"Coding bootcamp Shanghai | Product demo: Dream CoLab | Social enterprise #CreatedinChina","Pv1bZ7Wo_P0","2019-06-06T10:44:12Z"
"Coding Bootcamp Rio de Janeiro | 3 apps developed at Le Wagon Rio | Demo Day Batch #230","VCfnuVsiY4A","2019-06-05T20:57:28Z"
"Alumni Story | Become a woman who codes like Ada! \u6210\u4e3a\u50cfAda\u4e00\u6837\u4f1a\u7f16\u7a0b\u7684\u59d1\u5a18\uff0c\u89e3\u9501\u7ec4\u7ec7\u5185\u90e8\u65b0\u673a\u9047!","1TM9NqA0suo","2019-06-05T02:58:32Z"
"Coding Bootcamp Shanghai | Le Wagon Demo Day #236","6guHzM4t5dI","2019-05-27T13:31:38Z"
"Women in Tech | The tech world is calling for women! \u79d1\u6280\u4e16\u754c\u5728\u53ec\u5524\u5973\u6027\uff01","hOAkshCv288","2019-05-18T08:57:11Z"
"Coding Bootcamp Barcelona | Le Wagon Demo Day #231","MhvQvd0G0NE","2019-04-30T13:00:46Z"
"Alumni Story | Olivier Riccini, analyste programmeur chez CGI","cXsrYJApcPg","2019-04-23T14:16:27Z"
"Coding Bootcamp Milano | Le Wagon Demo Day - Batch #233","kOVHaTFLaSE","2019-04-18T08:17:46Z"
"Coding Bootcamp Berlin | Le Wagon Career Day","JFsZxgy0Npw","2019-04-16T13:51:35Z"
"Coding Bootcamp Milano | Le Wagon Opinions","NTe_r1UEYDo","2019-04-15T14:22:00Z"
"Le Wagon Bali Demo Day - Batch #217","HylFSVKKk_A","2019-04-11T14:11:52Z"
"Le Wagon China Talks, with Cindy Feng, former COO Startupbootcamp\ud83c\udde8\ud83c\uddf3and Director, Ladies Who Tech\u6210\u90fd","M1PVxgF9Hyo","2019-04-10T09:59:55Z"
"Le Wagon China Talk Introduction","g-ZzoZkaiVA","2019-04-10T09:59:55Z"
"Coding Bootcamp Lyon | Le Wagon DemoDay - Batch #218","wPU44si27W8","2019-04-10T08:33:11Z"
"Le Wagon China Talks - Introducing Tech and Innovation in Modern China","1_w01ox1cGo","2019-04-10T06:51:04Z"
"Coding Bootcamp Tokyo | It's Demo Day!","7voIzTN8qFA","2019-04-10T01:14:06Z"
"Coding Bootcamp Berlin | Le Wagon Demo Day #223","HqcH9DiMkwA","2019-04-03T13:38:38Z"
"Alumni Story | Avery and Claire: Women can make tech a better place","u2g044cGXpo","2019-04-03T09:10:00Z"
"More women in tech = better tech for everyone","xnCbflbuMFM","2019-03-27T16:29:19Z"
"Alumni Story | Stephanie Trudeau, analyst developer at District M","CoeM8G-LoZY","2019-03-26T14:33:19Z"
"Coding bootcamp in Tel Aviv | Le Wagon Demo Day Batch #209","f__ZZQ_WtKw","2019-03-24T12:51:34Z"
"Coding Bootcamp Rio de Janeiro | 4 apps developed at Le Wagon Rio  |  Demo Day Batch #204","W0UOC5lJ4wo","2019-03-22T20:49:18Z"
"Coding bootcamp China | Product demo: WeChat Mini Program \u5c0f\u7a0b\u5e8f demo and source code YAOCHIMA","sdyz3fcGSj8","2019-03-19T01:00:53Z"
"Coding Bootcamp London | Le Wagon Demo Day - Batch #222","3UnVfzaQdpM","2019-03-18T15:37:24Z"
"Coding Bootcamp Lisbon | 6 apps developed at Le Wagon Lisbon - Demo Day Batch #224","8wWgDhPc4j0","2019-03-15T19:53:58Z"
"What our alumni say about their Le Wagon experience","QQ-dxgrF45Y","2019-03-13T12:16:51Z"
"Alumni Story | Julien Pauss, project manager at Symetris","7oSlbSQThvg","2019-03-12T13:35:59Z"
"Coding Bootcamp Montreal | Le Wagon Demo Day - Batch #210","RV7IEjhIgUE","2019-03-09T00:49:28Z"
"Le Wagon Demo Day - 2019 Winter Batch","HZ87deV1-pY","2019-03-08T19:26:22Z"
"Women in Tech | Batch #236 is making history in Le Wagon! \u8fd9\u671f\u6b63\u5728\u521b\u9020\u6c83\u8015\u5386\u53f2\uff01","Awy4llbnr6g","2019-03-08T07:19:16Z"
"Coding Bootcamp China | Student Feedback 2018","7AQIETP6rdM","2019-03-07T02:38:09Z"
"Why learn to code at Le Wagon?","F6TfEPk2v80","2019-02-27T16:31:23Z"
"Alumni Story | Stephanie Savoie, back-end developer at Surmesur","TkFX7joWT3E","2019-02-11T14:36:08Z"
"Coding Bootcamp Bali | Le Wagon Demo Day - Batch #189","MbZ_6C9k1Ls","2019-02-02T03:41:01Z"
"Le Wagon Chengdu Spring 2019 Deadline","HZ_d_b_eq9E","2019-01-31T06:53:08Z"
"Alumni Story | Simon Guertin, software developer at YAP","fxQoBPu_eDs","2019-01-28T16:01:54Z"
"Le Wagon São Paulo - O curso de programação nº1 do mundo!","9tnoI6zP17I","2019-01-27T23:54:18Z"
"Coding Bootcamp Kyoto | Le Wagon Demo Day - Batch #184","jQ4S--i9AJg","2019-01-21T09:01:09Z"
"Wagon Talk with Gualberto Pastor | Demoday #182","zzXtLvDTAsY","2019-01-20T12:29:18Z"
"Coding Bootcamp Barcelona | Le Wagon Demo Day #199","4ZkTIuY7dNM","2019-01-16T16:14:18Z"
"Coding Bootcamp Amsterdam | Le Wagon Demo Day - Batch #183","-wDku8DzgmY","2019-01-16T10:44:16Z"
"Coding Bootcamp Marseille | Le Wagon Demo Day #203","mYtjXMmfKDw","2019-01-16T10:14:42Z"
"Feedbacks Batch197","dfHz6zVMVig","2019-01-15T14:47:12Z"
"Le Wagon au JT de TF1 - 18 Décembre 2018 (French)","QwqGomzmPL4","2019-01-10T22:26:35Z"
"São Paulo Coding Bootcamp Demoday | Le Wagon Batch #182","PYSWW6oM780","2019-01-10T20:39:43Z"
"Wagon Talk with Bertrand Chaverot | Demoday #182","Unw-1gN5jTk","2019-01-10T19:39:08Z"
"Coding Bootcamp Tel Aviv | Le Wagon Batch #193 Demo Day!","Lsbhi1U_5sE","2019-01-08T17:41:13Z"
"Coding Bootcamp Nantes | Le Wagon Demo Day #197","JH5jubmNaqw","2019-01-07T21:20:32Z"
"Coding Bootcamp Shanghai, China | Le Wagon Demo Day #194","Y5YUHOAk1eA","2019-01-06T16:00:04Z"
"Entrepreneurs and hackers in Shenzhen, City of the Future \u521b\u4e1a\u4eba\u548c\u9ed1\u5ba2\u4eec\uff0c\u672a\u6765\u4e4b\u90fd\u6df1\u5733\u6b22\u8fce\u4f60\u4eec\uff01","Z3Z7aW-ORyY","2018-12-28T09:18:57Z"
"Coding Bootcamp Lisbon | 7 apps developed at Le Wagon Lisbon - Demo Day Batch #205","RapAsDeoog8","2018-12-21T18:30:02Z"
"Women in Tech | Le Wagon Chengdu's Armanni showing how easy coding can be","IuHE2AHqDj0","2018-12-21T08:55:50Z"
"Women in Tech | Le Wagon Chengdu's Alina gives advice on Technology in Media","sFOxOfKPI9o","2018-12-21T07:18:56Z"
"Coding Bootcamp Berlin | Le Wagon Demo Day #195","EeZnIaIhPwc","2018-12-17T16:24:14Z"
"Coding Bootcamp Paris | Le Wagon Demo Day - Batches #200 and #201","ICliaJ8Krpg","2018-12-14T19:18:30Z"
"Coding Bootcamp Melbourne | Le Wagon Demo Day   Batch #186","6-l9-GvJ0p8","2018-12-12T18:53:55Z"
"Coding Bootcamp Tokyo | Le Wagon Demo Day - Batch #187","wc2Pd2kG56k","2018-12-11T01:30:28Z"
"Le Wagon Coding Bootcamp Demoday - Batch 181 - Milan","xDp0JECOU9Y","2018-12-10T11:31:17Z"
"Coding Bootcamp London | Le Wagon Demo Day - Batch #190","LBtyjoOcZs4","2018-12-06T13:15:24Z"
"Talk - Rosi Rodrigues | Demoday #158","sgzWqJe7AmE","2018-12-05T18:56:47Z"
"Why hire bootcamps grads as junior developers?","UfTFqQK3Rsc","2018-12-03T09:40:35Z"
"Coding Bootcamp Montréal | Le Wagon Demo Day #188","wRYKqNN_RSI","2018-12-01T01:14:41Z"
"Coding Bootcamp Barcelona | Le Wagon Demo Day #175","cWXjG4RF_8M","2018-11-20T12:48:11Z"
"Why join a coding bootcamp?","NB2of7Yi2pY","2018-11-20T10:00:02Z"
"Coding Bootcamp Lyon | Le Wagon Demo Day - Batch #174","iCxQHi_PbPs","2018-11-15T15:46:12Z"
"Coding Bootcamp Demoday | Le Wagon batch #169","fpLuDMhMMr4","2018-11-13T15:28:29Z"
"Wagon Talk l Asana - Lessons from Silicon Valley","lI8IvHzdnnI","2018-11-08T19:26:12Z"
"Wagon Talk l Danilo Picucci - Coordenador do Campus São Paulo","O5hUdY7E3MI","2018-11-08T17:55:55Z"
"Le Wagon Lille x EDHEC Business School | Discover the first 5 weeks of Laury & Louis !","iANgwlC8Jq0","2018-10-26T10:16:15Z"
"Le Wagon São Paulo","4Q6V3w-rVGo","2018-10-24T18:40:23Z"
"Coding Bootcamp Chengdu | Le Wagon Demo Day","WfkgtEzNOAg","2018-10-18T13:46:21Z"
"FeedBatch #139","IZ2-xvXTOvY","2018-10-17T13:47:26Z"
"FeedBatch #167","vGhmEk8XtVY","2018-10-17T13:43:04Z"
"Changer de vie et apprendre à coder en 9 semaines","NSZfAn9qSfA","2018-10-17T13:31:44Z"
"How Startups and Corporates Really Work Together - An Inside Scoop from The Bakery, LDN.","LnZAT2d97Pg","2018-10-15T18:08:40Z"
"Coding Bootcamp Barcelona | Le Wagon Opinions","bhNvZdwHFW4","2018-10-15T13:10:16Z"
"Alumni Story | Lancelot & Matthias, co-founders of Scalia","O5fFzL9AcX8","2018-10-10T13:54:14Z"
"Alumni Story | Ariane, Product Manager at Skello","HxXq3Mq8uGY","2018-10-10T13:51:43Z"
"Alumni Story | Sonia, full-stack developer at Enercoop","kcpK-IEcC9Y","2018-10-10T13:47:03Z"
"Alumni Story | Jean, full-stack developer at Drivy","2AGxdTpMMD4","2018-10-10T13:45:38Z"
"Coding Bootcamp Nantes| Le Wagon Demo Day - Batch #167","5Bbajb70i0Q","2018-10-08T13:54:06Z"
"Alumni Story | Lancelot & Matthias, co-fondateurs de Scalia","qcYKPixFhpI","2018-10-01T14:29:01Z"
"Alumni Story | Jean Anquetil, développeur full-stack chez Drivy","HCf-m8ht9g8","2018-09-28T13:37:25Z"
"Alumni Story | Sonia, développeuse full-stack chez Enercoop","_Qvb5uiiGJ8","2018-09-20T10:38:52Z"
"Demoday #158 | Batch - São Paulo","xAwJGPaTB-Q","2018-09-18T18:09:28Z"
"Coding Bootcamp Paris | Le Wagon Demo Day - Batch #177","_BwJYWpmMr4","2018-09-12T07:51:02Z"
"Coding Bootcamp Berlin | Le Wagon Demo Day - Batch #171","BDcc27Hyhfo","2018-09-11T16:50:50Z"
"Coding Bootcamp Bali | Le Wagon Demo Day - Batch #163","uRLadcjfOII","2018-09-11T16:45:25Z"
"Coding Bootcamp London | Le Wagon Demo Day - Batch #173","Qfd_S9Jh8Lc","2018-09-11T16:39:53Z"
"Le Wagon | Demoday #158 - Talk - Diversidade","QbZduchP1II","2018-09-11T16:39:02Z"
"Coding bootcamp China - 6 apps developed at Le Wagon Shanghai - Batch #159","s3O4sVAhQtk","2018-09-11T13:20:20Z"
"Coding Bootcamp Montréal | Le Wagon Demo Day - Batch #168","moTxlL8wqoI","2018-09-05T19:35:22Z"
"Meet the Le Wagon community in Chengdu, Sichuan (China) \u6210\u90fd\uff0c\u56db\u5ddd\uff08\u4e2d\u56fd\uff09","65qa8VihQI0","2018-09-04T09:21:33Z"
"Intelligence Artificielle Créative","jxRA889W__g","2018-09-03T19:01:20Z"
"Coding Bootcamp Melbourne | Le Wagon Demo Day - Batch #170","62lCjerJaq8","2018-09-03T18:50:57Z"
"6 applications développées au Wagon à Bordeaux - Batch #140","aao7Cv6Z4mU","2018-08-30T15:30:31Z"
"Alumni Story | Skello, built at Le Wagon, now employs 20+ people","Pjs9869IoN8","2018-08-29T15:25:44Z"
"Coding Bootcamp Lisbon | 7 apps developed at Le Wagon Lisbon - Demo Day Batch #162","Rg_tlz8CSCw","2018-08-24T17:14:16Z"
"Coding bootcamp graduates are freelancing at naked Hub China (WeWork China)","rPHj_ghpgpQ","2018-08-20T12:31:50Z"
"Le Wagon DemoDay - Batch #154 - Amsterdam","0V9v-gWaHik","2018-08-17T08:29:17Z"
"Le Wagon São Paulo","WYXwjpvKq2o","2018-08-15T15:29:07Z"
"Wagon Talk - Lachlan de Crespigny  l Co-fundador da Revelo","pYiEziy7cV8","2018-08-15T15:10:42Z"
"Women in Tech | Insider advice from female software engineers","fOJ-KKtzDXI","2018-08-02T08:17:09Z"
"Le Wagon Coding Bootcamp Demoday - Batch 157 - Milan","hmbYWcOL07A","2018-08-01T12:13:18Z"
"Coding Bootcamp Tokyo | Le Wagon Demo Day - Batch #147","jImxOsJ_Qok","2018-08-01T06:02:30Z"
"Le Wagon Coding Bootcamp Demoday - Batch 153","nAgeNDanIFI","2018-07-20T18:23:34Z"
"Alumni Story | Ariane, Product Manager chez Skello","8WS0PreSzg8","2018-07-20T15:48:58Z"
"Alumni Story | Karine & Alice, co-founders of web agency Poulpe","7XUdypf_usk","2018-07-16T13:59:30Z"
"Le Wagon World Retreat 2018 - Essaouira, Morocco","s-tKZrkdveM","2018-07-10T13:42:10Z"
"Coding Bootcamp Berlin | Le Wagon Demo Day - Batch #142","xoaICKgOXH8","2018-07-08T17:23:56Z"
"Coding Bootcamp Bali | Le Wagon Demo Day - Batch #149","q6BHlOBOvgc","2018-07-08T17:15:23Z"
"ESCP Paris x Le Wagon - \u201cWhen Business Meets Technology\u201d - Demo Day batch #3","cQgTpja0hiU","2018-06-22T21:03:52Z"
"Coding Bootcamp Lisbon | 6 apps developed at Le Wagon Lisbon - Demo Day Batch #148","NivbLmccWcQ","2018-06-15T17:26:50Z"
"Coding Bootcamp London | Le Wagon Demo Day - Batch #143","0hbGuB2CVsk","2018-06-13T12:14:01Z"
"Alumni Story | Louis, Customer Success at Forest Admin","LeoXfa7MWB0","2018-06-12T17:09:57Z"
"Coding Bootcamp Melbourne | Le Wagon Demo Day - Batch #135","lPMo10xzmxI","2018-06-12T13:08:37Z"
"Le Wagon Melbourne | students' testimonies","8XEvPEE64Mg","2018-06-12T13:08:14Z"
"Coding Bootcamp Paris | Le Wagon Demo Day - Batch #145 & #146","2KMdJLoWjCU","2018-06-12T10:27:56Z"
"Coding Bootcamp Montreal | Le Wagon Demo Day - Batch #144","kP8fbnRFsM8","2018-06-08T23:52:46Z"
"Le Wagon DemoDay - Batch #126 - Amsterdam","SFL6zfvMTB4","2018-06-08T10:50:11Z"
"Coding bootcamp Nantes - 3 apps developed at Le Wagon Nantes - Batch #139","CQ_zCgQ4DJA","2018-06-01T16:19:07Z"
"Coding bootcamp Morocco - 3 apps developed at Le Wagon Casablanca - Batch #118","ButEfHer9QU","2018-05-31T10:01:07Z"
"Coding bootcamp China - 5 apps developed at Le Wagon Shanghai - Batch #130","vLEPD9s4tI0","2018-05-30T10:36:35Z"
"Le Wagon Talk with Dominic Penaloza, Chief Innovation Officer of naked Hub (WeWork)","lWIOrb_9Gok","2018-05-30T08:20:59Z"
"Coding Bootcamp Rio de Janeiro | 2 apps developed at Le Wagon Rio - Demo Day Batch #137","FzYHW99a9w0","2018-05-29T18:53:45Z"
"3 apps developed at Le Wagon Milan - Batch #131","PAQ299T7n9Y","2018-05-23T17:35:11Z"
"5 apps developed at Le Wagon Bali - Batch #128","V9NbfpG9tRM","2018-05-19T12:24:42Z"
"Alumni Story | Louis, Customer Success chez Forest Admin","pts3-SyVdc4","2018-05-17T16:01:37Z"
"APIs for beginners (US and China applications)","-tBZAVCDqGk","2018-05-16T03:11:39Z"
"Becoming a technical product manager after learning to code in 9 weeks","eG9zHf238zk","2018-05-15T16:15:56Z"
"Changing career and becoming a web developer in 9 weeks","XNI_36wnhZQ","2018-05-15T15:50:06Z"
"Launching a tech startup after learning to code in 9 weeks","Q6YThRNG9vs","2018-05-15T15:21:53Z"
"From student to fullstack web developer in 9 weeks","IgMUpIveXMk","2018-05-14T17:22:11Z"
"5 apps developed at Le Wagon Amsterdam - Batch #99","421Hq5WQR1A","2018-05-11T12:24:36Z"
"3 apps developed at Le Wagon Amsterdam - Batch #80","R2VHplX0NIY","2018-05-11T12:19:25Z"
"3 apps developed at Le Wagon Bordeaux - Batch #127","PM99cbPY2sE","2018-05-10T09:43:15Z"
"What can you build after a Coding Bootcamp? | Final Projects Le Wagon Barcelona","nxre-X0JDAo","2018-05-07T19:04:28Z"
"Le Wagon DemoDay - Batch #138 - São Paulo","1DGvxJP8wC0","2018-05-07T15:51:33Z"
"Wagon Talk l Arthur Debert (Cofundador da Loggi)","0elZZr46W0I","2018-05-07T15:11:09Z"
"Alumni Stories l Rodrigo Ruas - Luvotels","Wje4khVjQ94","2018-05-07T14:39:49Z"
"Wagon Talk l Lucas Prado Cofundador da Pier Digital","x0svEEh1e7Y","2018-05-04T21:15:49Z"
"Change Your Life: Learn To Code In 9 Weeks","pExt3bPSzog","2018-05-01T13:35:45Z"
"Talk with Geoff Cheah, ex Olympic swimmer","3xo2xQf5wqo","2018-04-30T17:29:51Z"
"Le Wagon WeChat Mini Games \u5c0f\u6e38\u620f","Y_sUSlf428I","2018-04-25T15:25:40Z"
"Le Wagon Talk with Teng Bao, CPO Co-founder, Strikingly.com / SXL.cn on WeChat mini programs \u5c0f\u7a0b\u5e8f","4wympyZzJS0","2018-04-19T01:12:51Z"
"Coding Bootcamp Tokyo | Le Wagon Demo Day - Batch #132","UYUz_HWFIlo","2018-04-18T07:44:33Z"
"ESCP Paris x Le Wagon - \u201cWhen Business Meets Technology\u201d - Demo Day batch #2","za2TSe5BLzQ","2018-04-16T20:50:08Z"
"Le Wagon Workshop - Ux & Data Analysis","QF8lSMSgNsc","2018-04-10T17:08:17Z"
"Le Wagon DemoDay - Batch #115 - Belo Horizonte","Ie-aABgCHMk","2018-04-08T21:56:41Z"
"WagonTalk com Conrado Abreu cofundador da MaxMilhas","Vr6Cu63_nMc","2018-04-08T00:38:46Z"
"10 apps developed at Le Wagon London - Batches #123","IlHSkA8mbAc","2018-04-05T06:51:46Z"
"Coding Bootcamp Paris | Le Wagon Demo Day - Batch #134","IiMjbZsfqH8","2018-03-30T17:55:40Z"
"Le Wagon @ Slush Tokyo 2018","ZibtEwi2Hco","2018-03-30T10:13:38Z"
"Wagontalk with Ivan Neto - CEO & Co-founder @ Blogo","yQ-BTYjE8pk","2018-03-27T15:01:08Z"
"Wagontalk with Alexandre Albuquerque CEO & Co-founder @ Banco Mare","KNBl_wWfev8","2018-03-27T14:49:31Z"
"6 apps developed at Le Wagon Berlin - Batch #124","kS7t2duIVI8","2018-03-27T11:26:18Z"
"Talk avec Ilias Hicham, COO & co fondateur Destygo","vTZBTHWHmuw","2018-03-27T09:54:14Z"
"Talk avec Ludovic Huraux, CEO & co-fondateur Shapr","qE4gkhaCJlo","2018-03-27T09:52:53Z"
"4 apps developed at Le Wagon Lyon - Batch #121","XGrov3ChC2Q","2018-03-27T08:51:31Z"
"Coding Bootcamp Montreal | 5 apps developed at Le Wagon Montréal - Demo Day Batch #125","NjUXMeB9SCM","2018-03-16T23:54:38Z"
"5 apps developed at Le Wagon Lisbon - Batches #122","H2TzjO4FmqI","2018-03-16T20:51:28Z"
"Coding Bootcamp Marseille | Le Wagon Demo Day - Batch #117","d-c9rhmK6HQ","2018-03-16T09:24:19Z"
"Coding Bootcamp Paris | Le Wagon Demo Day - Batch #120","4A3dW88qzlk","2018-03-09T18:45:58Z"
"6 apps developed at Le Wagon Barcelona Coding Bootcamp - Batch #113","mIO8zxvC3oU","2018-02-23T16:10:23Z"
"Coding Bootcamp Tokyo | Discover Le Wagon Tokyo","RhhntgHVsn4","2018-02-21T09:45:18Z"
"Coding Bootcamp Marseille | Le Wagon Demo Day - Batch #89","ZhJ85dHA1Bw","2018-02-06T10:30:49Z"
"Less than 10 days to build a WeChat mini program \u5c0f\u7a0b\u5e8f!","FtDcsfJMzpw","2018-02-05T09:15:51Z"
"Talk avec Adrien Fernandez Baca, co-fondateur Cubyn","So-l3fAgrA8","2018-01-29T14:28:10Z"
"Talk avec Willy Braun, co-fondateur Daphni","L2CVQx9yhlk","2018-01-29T14:23:23Z"
"Stratégie de contenu marketing : par où commencer ?","gd6nF6DMO80","2018-01-26T15:18:51Z"
"4 apps developed at Le Wagon Bordeaux - Batch #102","XfgTZu6vn_Y","2018-01-26T12:08:20Z"
"Building layouts with flexbox and CSS grids","2GxAElWKaAo","2018-01-15T13:18:37Z"
"Iniciação ao Web Scraping - Puxar dados da internet para leigos em programação...","Nds13psie_s","2018-01-13T02:18:19Z"
"5 apps developed at Le Wagon Lyon - Batch #109","JpJ__D-MLig","2018-01-10T13:34:42Z"
"Rentrée 2018 avec Mounir Mahjoubi\u200b, secrétaire d'État au Numérique","Rp7hgQbEYBE","2018-01-08T14:24:44Z"
"Le Wagon DemoDay - Batch #106 - São Paulo","oHa6V4PFc4s","2018-01-06T00:16:08Z"
"How to build a secure web applications with Ruby on Rails","_-Dnys7_ESE","2018-01-02T15:43:45Z"
"Introduction to GraphQL","0mwAVwM75kM","2018-01-02T15:28:27Z"
"3 apps developed at Le Wagon Nantes - Batches #107","fkuuPc5O-Po","2018-01-02T14:07:19Z"
"2 apps developed at Le Wagon Chengdu - Batch #114","T8ron5iwm6Q","2017-12-28T06:38:54Z"
"Le Wagon Talk with Sylvain Carle, General Manager of FounderFuel","v3MkZ6QZ0Cg","2017-12-20T14:35:26Z"
"Coding bootcamp China - 3 apps developed at Le Wagon Shanghai - Batch #112","FFzZHPBqqmU","2017-12-19T09:23:27Z"
"15 apps developed at Le Wagon Paris - Batches #100 & #101","zcFJrqtQYM0","2017-12-15T19:15:19Z"
"Le Wagon Talk with Patrick Gagné, Partner & CPO at Taxelco/Téo Taxi","OXOaOEXntAA","2017-12-15T17:57:11Z"
"5 apps developed at Le Wagon Lisbon - Batch #97","LT9Ta7OpCr4","2017-12-12T08:17:54Z"
"Le Wagon London - Everyday life - Batch #103","hg-wM3kwlz0","2017-12-06T14:29:16Z"
"9 apps developed at Le Wagon London - Batch #103","6YsRajxt8PI","2017-12-05T12:59:49Z"
"Le Wagon Talk avec Martin Lessard, Directeur Général à MT Lab","mkLRPbeClKc","2017-12-04T21:56:00Z"
"Le Wagon Talk avec Rodolphe Barrère, PDG et co-fondateur de Potloc","es3hCiES29E","2017-12-04T19:19:53Z"
"Coding Bootcamp Montreal | Le Wagon Montréal DemoDay & Party - Batch #98","hn0dU_d9WB8","2017-11-30T17:21:26Z"
"Wagontalk with Roman Rossov - Product Manager Latam @ Transferwise","PCo76pU_8Xw","2017-11-29T15:30:55Z"
"Coding Bootcamp Montreal | 5 apps developed at Le Wagon Montréal - Demo Day Batch #98","DKCfNe6knS0","2017-11-25T03:03:27Z"
"Talk with Nick Johnson, software engineer at Ethereum Foundation","9xIRqLn5Lhk","2017-11-24T15:20:44Z"
"Talk with Jeff Lynn, co-founder at Seedrs","WT7JwfdGr8s","2017-11-21T10:33:33Z"
"Alexander Osterwalder au Wagon Bordeaux - Business Model Canvas creator","oLm873u9c6M","2017-11-20T14:20:56Z"
